name,type,no_brand,generic,synonyms,manufacturers,linked
"ЗАО""Молодец""",manufacturer,False,,молодец,"ЗАО ""Молодец""|ЗАО""Молодец""",хлебцы-молодцы
"Завод ""Димон""",manufacturer,False,,,"Завод ""Димон""",trest b
Заповедные продукты,marketing,False,,,"ООО ""Дмитровские колбасы""|ООО ""Золотой век""","ооо ""дмитровские колбасы""|ооо ""золотой век"""
Звездный,marketing,False,,морозко,"ОАО ""Фацер""|ООО МОРОЗКО","оао ""фацер""|ооо ""морозко"""
Звездочки,marketing,False,,,"ООО ""Аппетит""","ооо ""аппетит"""
Здоровей,marketing,False,,,"ЗАО ""Первый Комбинат Детского и Диетического Питания""|ЗАО ""Первый комбинат детского и диетического питания""","зао ""первый комбинат детского и диетического питания"""
Здоровый Образ Жизни,marketing,False,,,"ОАО ""Русский продукт""","оао ""русский продукт"""
Здоровье,marketing,False,,,"ООО ""ЕВРОПРОМ""|ООО ""Европром""","ооо ""европром"""
Здравник,marketing,False,,,"ООО ""Гранд НН""|ООО ""СЛАВКОФЕ""","ооо ""гранд нн""|ооо ""славкофе"", россия"
Здрайверы,marketing,False,,,"TSC Food Products Gmbh|ОАО ""Вимм-Билль-Данн""|ОАО""Вимм-Билль-Данн""","tsc food products gmbh|оао ""вимм-билль-данн"""
"Зежианг Юетенг Акватик Фуд Ко, Лтд",manufacturer,False,,,"Зежианг Юетенг Акватик Фуд Ко, Лтд",
Зеленый Великан,marketing,False,,,Feger di Gerardo Ferraloly SPA|General Mills Marketing Inc.|Sertram|Феджер ди Жерардо Феррайоли Спа,feger di gerardo ferraloly spa|general mills marketing inc.|sertram|феджер ди жерардо феррайоли спа
Злато,marketing,False,,,"ООО ""Лабинский МЭЗ""","ооо ""лабинский мэз"""
Золотая Жменька,marketing,False,,,"ЗАО ""ОРЕХПРОМ""","зао ""орехпром"""
Золотая Русь,marketing,False,,,"ОАО ""Сады Придонья""|ОАО ""Сады Придонья"", Россия","оао ""сады придонья"", россия"
Золотая Семечка,marketing,False,,,"ООО ""МЭЗ Юг Руси Ростов""|ООО ""МЭЗ Юг Руси""","ооо ""мэз юг руси ростов""|ооо ""мэз юг руси"""
Золото Европы,marketing,False,,,,
Золотой Петушок,marketing,False,,добротный продукт|зп,"ООО ""Гусевский консервный комбинат""|ООО ""Продукты питания Комбинат""","ооо ""гусевский консервный комбинат""|ооо ""продукты питания комбинат"""
Золотой Стандарт,marketing,False,,,"ООО «Юнилевер Русь»|ООО ТД ""Евдаковский"", Россия","ооо «юнилевер русь»|ооо тд ""евдаковский"", россия"
Золотой Тростник,marketing,False,,,"ООО ""Мистраль Трейдинг""","ооо ""мистраль трейдинг"""
Золотой ключик,marketing,False,,,"ООО ""Лаком"", Россия","ооо ""лаком"", россия"
Золотой налив,marketing,False,,,"ЗАО ""Азовшелкприз""","зао ""азовшелкприз"""
И.С.А. Вэлью Ко Лтд,manufacturer,False,,,И.С.А. Вэлью Ко Лтд,морской котик
"ИООО ""Вастега""",manufacturer,False,,,"ИООО ""Вастега""",vitaland
ИП Вьюнков О.В.,manufacturer,False,,,ИП Вьюнков О.В.,itlv
ИП Григорян РА,manufacturer,False,,,ИП Григорян РА,
ИП Джиджелова Л.Д.,manufacturer,False,,,ИП Джиджелова Л.Д.,
ИП Дорошенко Артем Александрович,manufacturer,False,,,ИП Дорошенко Артем Александрович,квест on
ИП Емелин Владимир Павлович,manufacturer,False,,,ИП Емелин Владимир Павлович,о'кей
ИП Соколова В.А.,manufacturer,False,,,ИП Соколова В.А.,полезные продукты
"ИП Уткин А,Е,",manufacturer,False,,,"ИП Уткин А,Е,",о'кей
Ибарра,marketing,False,,,"ACEITES YBARRA, S.A.","aceites ybarra, s.a."
Из Вологды,marketing,False,,северное молоко,"ОАО ""Северное молоко""|ОАО ""УОМЗ ВГМХ им. Н. В. Верещагина""|ОАО ""Учебно-опытный молочный завод ""ВГМХА имени Н.В.Верещагина""|ТД Молочное","оао ""северное молоко""|оао ""уомз вгмх им. н. в. верещагина""|оао ""учебно-опытный молочный завод ""вгмха имени н.в.верещагина""|тд молочное"
Ильинское,marketing,False,,,"ООО Производственный Комбинат ""Ильинское 95""","ооо производственный комбинат ""ильинское 95"""
Имунеле,marketing,False,,,"ОАО ""Вимм-Билль-Данн""","оао ""вимм-билль-данн"""
Ирис,marketing,False,,,"ООО ""Лексырье""|ООО АП ""ПОДСОЛНЕЧНОЕ""","ооо ""лексырье""|ооо ап ""подсолнечное"""
Ичалки,marketing,False,,ичалковский,"ОАО ""Сыродельный Комбинат Ичалковский""","оао ""сыродельный комбинат ичалковский"""
КАРТОН,manufacturer,True,,,КАРТОН,greenfield|nescafe
КВЕСТ ON,marketing,False,,,"ИП Дорошенко Артем Александрович|ООО ""Лакомка""","ип дорошенко артем александрович|ооо ""лакомка"""
Как раньше,marketing,False,,,"ОАО ""Петрохолод""|ООО ""ПЕТРОХОЛОД""","оао ""петрохолод"""
Калининградский ТК,marketing,False,,,"ОАО ""Калининградский тарный комбинат""","оао ""калининградский тарный комбинат"""
Калинов Родник,marketing,False,,,"ООО ""Фонте Аква""|ООО ""Фонте Аква"" П013248","ооо ""фонте аква""|ооо ""фонте аква"" п013248"
КампоМос,marketing,False,,,"ООО""ПИТ-ПРОДУКТ""","ооо""пит-продукт"""
